credit_card,cpu,purchase_date
3746-3517-5401-3318,Intel Core i3-8737K,2018-11-19
6129-2331-5051-1782,AMD Ryzen 6 7784X,2018-05-30
9208-9662-4492-9974,Intel Core i2-7263K,2019-05-10
3328-7122-6304-4650,AMD Ryzen 1 2615X,2018-05-27
8164-5641-1267-1520,Intel Core i3-1193K,2020-03-17
6585-5923-7022-5079,AMD Ryzen 4 2861X,2019-01-08
4924-6400-7003-5483,Intel Core i1-8334K,2020-08-18
6724-5929-3898-5913,AMD Ryzen 6 9674X,2020-03-23
9920-2533-2828-6998,Intel Core i1-8361K,2020-07-06
6615-8023-1715-4487,AMD Ryzen 4 3340X,2020-07-04
6149-9570-1033-6428,Intel Core i3-8152K,2019-12-23
6718-6791-3640-7302,AMD Ryzen 1 9781X,2020-02-27
7534-8751-6994-1857,Intel Core i5-1448K,2019-07-11
2040-4797-4065-3634,AMD Ryzen 3 8103X,2018-09-03
1785-1955-8520-1817,Intel Core i3-5299K,2019-11-24
2958-8160-1058-4446,AMD Ryzen 9 3377X,2019-07-10
2918-3898-3445-6408,Intel Core i9-7911K,2018-03-20
2758-1112-6262-2697,AMD Ryzen 6 5349X,2018-11-27
6802-1246-2287-7817,Intel Core i4-5216K,2018-01-06
6655-4992-2990-2037,AMD Ryzen 7 9905X,2018-06-26
9025-7193-3989-6063,Intel Core i3-1360K,2019-06-24
8645-5809-8726-5293,AMD Ryzen 6 9414X,2020-02-05
4020-5581-7793-3484,Intel Core i5-3311K,2020-09-11
3667-6828-4270-1217,AMD Ryzen 5 8553X,2018-03-24
8008-2562-4562-1999,Intel Core i3-6984K,2018-06-02
3970-4084-4226-8551,AMD Ryzen 7 5356X,2020-01-03
8348-3048-3289-5540,Intel Core i2-3891K,2018-10-03
2227-4463-5790-9668,AMD Ryzen 8 5644X,2018-12-20
2523-1419-2487-5116,Intel Core i3-9479K,2018-09-30
2391-9009-3576-8944,AMD Ryzen 5 8617X,2018-04-12
2144-4669-2417-1301,Intel Core i2-9902K,2018-01-23
6698-9598-4204-7396,AMD Ryzen 5 5237X,2018-01-19
5768-9662-7241-3247,Intel Core i4-9647K,2020-10-04
6295-5723-1100-1937,AMD Ryzen 5 9962X,2019-08-03
5980-2246-8283-9141,Intel Core i8-1388K,2019-07-02
9776-6319-7628-8281,AMD Ryzen 8 3423X,2020-08-04
8252-2177-9862-1975,Intel Core i7-2932K,2019-12-07
5172-3295-8737-9014,AMD Ryzen 7 6745X,2020-10-16
8037-4433-3503-2867,Intel Core i4-4919K,2017-12-09
8015-8021-1023-8924,AMD Ryzen 3 2643X,2018-03-24
6486-5164-5280-5046,Intel Core i7-5438K,2018-05-12
1460-2865-7144-4927,AMD Ryzen 9 6431X,2019-08-10
7324-1298-8542-8375,Intel Core i2-3756K,2019-02-08
8591-1026-9435-2263,AMD Ryzen 5 5756X,2018-01-05
8554-5945-3184-2760,Intel Core i2-6714K,2018-09-30
4128-9588-7000-9584,AMD Ryzen 6 2680X,2019-08-07
1086-7808-9124-1353,Intel Core i1-3817K,2019-02-20
8321-6930-6101-4129,AMD Ryzen 5 8234X,2019-01-01
1517-8310-6667-4282,Intel Core i4-5164K,2019-09-01
7936-2226-2218-4781,AMD Ryzen 8 8639X,2020-06-01
6684-9320-2807-5014,Intel Core i8-8103K,2020-02-06
7592-3801-8837-8387,AMD Ryzen 4 1931X,2019-08-19
9287-9348-9910-5880,Intel Core i8-7392K,2017-11-20
5411-9045-3338-6244,AMD Ryzen 7 7620X,2020-05-22
1461-8145-7294-5911,Intel Core i2-1539K,2018-09-23
7967-6237-3613-9866,AMD Ryzen 8 8231X,2018-06-30
2980-6954-2300-8363,Intel Core i7-2515K,2020-08-20
1543-7220-3917-8414,AMD Ryzen 5 1837X,2018-09-07
7136-8423-6819-6664,Intel Core i8-6924K,2018-02-08
6226-2057-1772-1290,AMD Ryzen 2 5834X,2017-12-10
8480-7201-6376-9097,Intel Core i5-8709K,2020-05-30
8845-1454-7854-7146,AMD Ryzen 1 5318X,2018-06-02
8116-7977-4565-9647,Intel Core i9-6715K,2020-05-23
8858-9852-2015-8822,AMD Ryzen 7 1927X,2018-12-17
3589-3889-6410-3480,Intel Core i3-3159K,2019-03-03
8521-8699-3480-3382,AMD Ryzen 2 8385X,2018-11-13
2033-7057-5561-1354,Intel Core i6-2171K,2020-01-12
9768-2415-7565-1771,AMD Ryzen 9 9178X,2020-05-06
8670-4741-6084-2370,Intel Core i9-8856K,2019-04-09
7499-8251-8675-4729,AMD Ryzen 3 1572X,2020-08-05
4880-6138-9794-8418,Intel Core i9-7937K,2018-01-06
9592-9834-4764-3925,AMD Ryzen 1 5369X,2020-09-05
5614-3490-1671-1954,Intel Core i5-4516K,2020-02-14
8877-5590-4318-4478,AMD Ryzen 2 9695X,2018-05-25
5004-9942-9733-5354,Intel Core i4-5851K,2020-04-03
6004-4586-2891-2618,AMD Ryzen 4 2598X,2018-09-08
3838-2746-5682-9490,Intel Core i1-7143K,2019-06-25
8729-2472-6325-9771,AMD Ryzen 3 9417X,2018-11-14
3652-3224-5553-2873,Intel Core i4-7300K,2019-11-15
6550-2812-2616-1287,AMD Ryzen 6 3286X,2019-08-10
6181-7318-9775-4493,Intel Core i4-3480K,2020-03-26
7571-4913-8276-4307,AMD Ryzen 5 8297X,2019-06-24
3034-5584-7081-7989,Intel Core i7-9186K,2020-09-03
8592-3908-9717-6612,AMD Ryzen 1 6103X,2019-09-04
9192-1605-2835-7255,Intel Core i6-8846K,2019-04-29
1441-6441-4273-9261,AMD Ryzen 8 5969X,2019-07-27
9112-1753-6368-7393,Intel Core i9-1710K,2019-03-08
2681-4574-5203-3108,AMD Ryzen 1 1814X,2020-03-10
8249-3606-3172-9622,Intel Core i6-2535K,2018-10-08
2072-5812-8279-5771,AMD Ryzen 1 5267X,2019-02-25
8539-9284-5364-4651,Intel Core i7-3324K,2020-02-02
7235-6354-7099-2569,AMD Ryzen 4 1554X,2019-06-23
4791-3596-3137-5472,Intel Core i7-3946K,2017-12-23
7484-1255-7304-3499,AMD Ryzen 8 8664X,2017-11-25
1059-4181-6357-4918,Intel Core i3-6836K,2020-10-04
9184-8256-6207-2211,AMD Ryzen 3 8578X,2019-11-13
9488-6836-2848-5077,Intel Core i3-9650K,2019-10-12
5502-3511-1966-4338,AMD Ryzen 1 9468X,2018-07-11
9486-5610-1318-6060,Intel Core i1-8364K,2017-12-17
7358-7363-7374-2790,AMD Ryzen 6 2392X,2019-09-17
7127-3594-6499-4029,Intel Core i5-9994K,2018-10-31
3021-1310-4217-4009,AMD Ryzen 1 6466X,2017-12-12
9025-1021-7404-5188,Intel Core i9-7586K,2019-10-29
4643-8808-7601-9649,AMD Ryzen 4 2357X,2020-04-28
1953-4400-6251-8042,Intel Core i5-6671K,2018-07-12
7770-8706-3477-8714,AMD Ryzen 9 9865X,2018-02-16
6398-4843-9996-7343,Intel Core i1-7640K,2018-10-29
4345-7772-2090-5857,AMD Ryzen 7 6177X,2020-10-14
4089-3219-6946-2313,Intel Core i9-5408K,2020-07-19
2074-5359-8604-4041,AMD Ryzen 5 7305X,2020-08-05
1445-7948-6923-1533,Intel Core i3-3436K,2018-04-02
1915-4671-8956-5122,AMD Ryzen 4 7365X,2020-02-10
7399-6589-2517-4895,Intel Core i5-8718K,2020-07-21
2986-3735-3451-6777,AMD Ryzen 3 4357X,2018-06-25
7734-2696-7559-2919,Intel Core i8-5281K,2020-02-02
4152-7379-1659-3319,AMD Ryzen 2 5994X,2018-09-17
5105-8681-7191-6546,Intel Core i1-9315K,2020-05-23
9267-9937-8340-6824,AMD Ryzen 3 6405X,2019-05-20
7641-2510-9234-8923,Intel Core i9-2695K,2020-05-26
1434-1056-6310-3691,AMD Ryzen 3 6470X,2018-06-27
4835-2394-4175-4099,Intel Core i9-6658K,2018-01-03
9071-8993-3780-2978,AMD Ryzen 4 6720X,2020-01-01
5890-2380-2611-9544,Intel Core i4-9749K,2019-10-18
9611-6142-5856-7946,AMD Ryzen 7 4189X,2018-10-31
1062-5215-1708-5334,Intel Core i7-2787K,2018-05-28
1545-8023-6596-7028,AMD Ryzen 5 5915X,2020-08-29
7342-7972-6526-3728,Intel Core i6-2668K,2019-10-14
3469-5290-6072-9372,AMD Ryzen 4 1529X,2020-07-14
1681-9588-5865-5910,Intel Core i3-2606K,2018-02-09
8590-2842-2274-6901,AMD Ryzen 5 5282X,2020-07-22
1387-5556-6450-7006,Intel Core i6-4539K,2018-11-04
9997-5051-7979-5668,AMD Ryzen 7 9338X,2019-11-29
3854-7494-8222-6496,Intel Core i7-8264K,2018-03-26
9991-4065-2906-4341,AMD Ryzen 5 1963X,2018-01-18
8730-6817-9688-9138,Intel Core i1-8980K,2018-07-16
8354-1650-3295-5167,AMD Ryzen 2 7544X,2020-07-25
7749-8107-5618-3026,Intel Core i7-3100K,2020-09-04
9245-8369-4076-4923,AMD Ryzen 1 5344X,2018-07-14
2061-3313-4949-6437,Intel Core i2-7324K,2018-05-17
3052-3124-7382-5219,AMD Ryzen 2 4463X,2020-05-26
6400-3660-5576-5343,Intel Core i2-6916K,2018-10-21
3370-2262-3087-4825,AMD Ryzen 2 8659X,2018-02-18
6239-9886-8770-5858,Intel Core i9-3713K,2019-10-11
7432-5278-4769-2633,AMD Ryzen 3 1812X,2017-12-22
1574-2670-8474-7201,Intel Core i5-3592K,2018-04-20
3301-5462-7056-3600,AMD Ryzen 7 4606X,2018-03-16
7617-4689-2644-8361,Intel Core i7-1323K,2018-02-12
5835-8629-7166-9063,AMD Ryzen 3 4822X,2020-10-12
2822-6875-2453-7681,Intel Core i2-5719K,2018-01-23
5832-8376-4583-6610,AMD Ryzen 5 5532X,2018-03-26
6988-2631-6302-9764,Intel Core i5-5947K,2019-11-04
7488-1467-9939-6892,AMD Ryzen 2 2301X,2019-09-06
2309-6217-7086-1818,Intel Core i3-3929K,2018-02-18
8584-9675-3462-3802,AMD Ryzen 3 2231X,2020-05-01
5191-6762-7585-2329,Intel Core i3-5793K,2020-05-08
6401-1031-6679-5788,AMD Ryzen 8 8725X,2020-04-14
1659-1943-1926-4829,Intel Core i6-1203K,2018-09-12
9134-3311-6532-5063,AMD Ryzen 2 7896X,2018-04-05
1205-3490-8033-4670,Intel Core i6-9361K,2018-08-28
1073-9605-4039-6300,AMD Ryzen 3 3534X,2018-04-11
4659-7078-4643-4103,Intel Core i2-5146K,2020-07-11
6244-2204-6133-9407,AMD Ryzen 4 8449X,2020-04-03
9825-1692-3384-7694,Intel Core i3-4594K,2020-08-06
9667-1665-4524-4202,AMD Ryzen 9 1455X,2019-05-23
6648-2186-9628-1633,Intel Core i2-1783K,2018-07-03
3303-2239-4663-6430,AMD Ryzen 3 1326X,2020-01-22
2771-4947-1429-1259,Intel Core i8-3741K,2018-12-22
4624-3187-2821-5190,AMD Ryzen 4 5400X,2019-02-24
7802-2774-1674-5047,Intel Core i1-8956K,2018-08-10
8734-1814-5642-3973,AMD Ryzen 8 8594X,2019-12-08
1026-4770-3034-8779,Intel Core i8-7629K,2020-02-06
9432-4279-1235-9623,AMD Ryzen 1 7499X,2018-09-10
1966-1415-7507-1942,Intel Core i2-7833K,2019-08-28
2472-8581-4200-5286,AMD Ryzen 9 1603X,2018-08-28
1229-9882-3588-7226,Intel Core i7-2438K,2020-01-27
3411-4373-9624-9680,AMD Ryzen 5 8465X,2019-09-13
2793-6970-3725-6366,Intel Core i6-9298K,2019-10-16
7440-1753-3889-2279,AMD Ryzen 5 7513X,2020-04-13
1251-3819-8930-1355,Intel Core i8-3689K,2020-02-16
4180-9939-7912-1282,AMD Ryzen 1 4214X,2019-01-29
2670-3072-4541-6399,Intel Core i8-3510K,2020-08-07
6879-7146-3270-2725,AMD Ryzen 9 3958X,2019-09-14
3855-5430-4405-9081,Intel Core i8-5325K,2017-10-21
4510-4000-9239-1121,AMD Ryzen 5 8354X,2019-04-09
5849-4881-9438-5240,Intel Core i4-7302K,2017-10-25
1520-8913-6961-3148,AMD Ryzen 3 7495X,2018-12-01
8112-3041-5288-5066,Intel Core i7-5816K,2020-01-16
6131-9562-5528-7039,AMD Ryzen 3 3356X,2018-11-21
6681-8471-5312-9629,Intel Core i5-5694K,2018-04-01
3565-4562-3871-5497,AMD Ryzen 3 5359X,2020-05-25
2365-2206-3424-2485,Intel Core i9-5143K,2019-07-16
7401-8467-9554-2978,AMD Ryzen 7 6287X,2019-07-21
7311-4439-3834-9910,Intel Core i2-1823K,2019-01-31
3759-1590-7570-3919,AMD Ryzen 7 8973X,2019-08-21
3558-6296-7933-7732,Intel Core i3-4661K,2018-02-18
7138-4654-1208-7463,AMD Ryzen 3 8935X,2019-01-26
1546-8449-1443-4939,Intel Core i6-9878K,2018-06-28
8637-3395-9809-6508,AMD Ryzen 3 4699X,2019-04-08
2343-3126-4741-3320,Intel Core i3-5154K,2018-05-27
8731-8689-4314-9188,AMD Ryzen 7 9921X,2018-04-14
3978-4135-8426-8396,Intel Core i8-9282K,2018-01-31
5417-4539-8441-4978,AMD Ryzen 8 8649X,2019-05-27
6842-4656-5892-5905,Intel Core i8-7206K,2020-06-30
6491-9684-9312-4540,AMD Ryzen 6 9743X,2018-12-12
6503-6689-3265-7299,Intel Core i1-9156K,2018-08-04
7828-7574-4431-7710,AMD Ryzen 7 1128X,2018-10-29
9019-3618-8709-7843,Intel Core i5-9392K,2017-12-28
9217-7433-3040-3469,AMD Ryzen 9 5822X,2019-04-06
3475-2158-4859-3601,Intel Core i3-8991K,2018-11-19
1745-4422-2181-8180,AMD Ryzen 7 6674X,2019-08-23
6717-1510-6863-6745,Intel Core i9-8805K,2019-07-01
9325-1400-3069-7161,AMD Ryzen 6 2989X,2020-01-05
9867-1705-2413-3275,Intel Core i4-3994K,2018-01-28
4696-6342-8582-1263,AMD Ryzen 9 8320X,2018-12-03
9249-6451-8332-1952,Intel Core i9-2403K,2020-09-09
9347-4039-9635-1259,AMD Ryzen 6 5737X,2019-04-05
1561-5176-4431-3407,Intel Core i1-3569K,2019-06-30
5261-2720-7728-4596,AMD Ryzen 2 2315X,2018-11-11
6400-8288-6938-9971,Intel Core i7-6320K,2020-07-23
9269-5362-1474-9240,AMD Ryzen 4 6495X,2017-11-04
6193-6480-8238-4238,Intel Core i8-7609K,2019-01-17
9086-2123-8891-5461,AMD Ryzen 8 9517X,2018-10-08
4835-1956-2405-8395,Intel Core i2-3648K,2019-02-04
6356-2850-9673-6275,AMD Ryzen 6 3939X,2018-11-01
6860-9486-5243-3722,Intel Core i5-5872K,2017-11-17
7655-9476-8025-4541,AMD Ryzen 4 4591X,2018-09-05
5433-8485-4461-7575,Intel Core i8-9494K,2018-07-19
3575-1412-6842-3044,AMD Ryzen 2 7701X,2018-08-12
2611-6175-4217-8272,Intel Core i8-3679K,2017-11-03
4251-4306-6556-6023,AMD Ryzen 5 5688X,2018-04-26
8486-4974-7895-3002,Intel Core i4-8457K,2018-12-02
3770-6274-7516-3854,AMD Ryzen 4 1677X,2018-12-07
5228-8549-5148-6573,Intel Core i1-4285K,2019-10-21
9413-8252-3706-8437,AMD Ryzen 2 9181X,2018-04-12
3316-8057-8234-2200,Intel Core i8-3456K,2019-04-19
4127-2355-2905-9174,AMD Ryzen 8 2654X,2018-02-26
6521-8109-2849-5928,Intel Core i2-5688K,2020-04-17
8176-5796-3057-1490,AMD Ryzen 9 1235X,2020-08-06
2221-2334-5317-7753,Intel Core i7-8739K,2020-02-26
2287-7799-9037-6444,AMD Ryzen 3 2489X,2019-07-09
3137-1348-2047-9993,Intel Core i2-6712K,2020-09-22
3682-5854-4971-3415,AMD Ryzen 3 1760X,2019-03-08
7769-6910-4617-7924,Intel Core i3-1367K,2018-03-30
4586-6480-4500-3224,AMD Ryzen 1 6428X,2019-06-29
4708-7451-8056-7671,Intel Core i9-4185K,2019-07-20
1444-6586-3342-1630,AMD Ryzen 4 8332X,2019-08-11
7383-7839-8683-3585,Intel Core i6-8863K,2019-08-06
1798-6874-6761-9218,AMD Ryzen 5 7960X,2020-04-26
5363-6796-6791-5561,Intel Core i1-4306K,2018-01-02
4465-2257-9059-5167,AMD Ryzen 4 7715X,2019-04-28
1377-3532-4567-4129,Intel Core i6-1346K,2019-03-22
6796-8613-6342-6956,AMD Ryzen 7 5902X,2017-10-24
9491-8171-8374-6074,Intel Core i4-8715K,2019-12-10
7211-9892-4458-6463,AMD Ryzen 6 5306X,2020-05-11
8044-8925-3815-8533,Intel Core i5-9529K,2018-04-01
9600-2728-5828-6167,AMD Ryzen 7 2872X,2019-08-28
7466-5842-8687-1855,Intel Core i5-6525K,2020-02-09
6178-3743-9136-8854,AMD Ryzen 2 9358X,2020-03-31
6617-3605-4287-8452,Intel Core i2-7780K,2019-12-25
5443-6254-1996-5363,AMD Ryzen 1 3172X,2018-01-06
2242-9790-4931-1984,Intel Core i9-2672K,2020-05-15
6028-7834-7714-1023,AMD Ryzen 9 9961X,2019-08-31
2244-3598-5928-2712,Intel Core i9-8557K,2018-04-24
8918-9208-8901-2625,AMD Ryzen 5 9948X,2019-12-06
9439-5127-8026-5460,Intel Core i8-4961K,2020-03-26
3990-4262-2319-7540,AMD Ryzen 4 1399X,2018-06-23
5060-4881-2835-5989,Intel Core i6-6152K,2019-06-14
6304-4502-1076-1417,AMD Ryzen 7 1537X,2018-02-17
7231-9598-9739-2291,Intel Core i1-6465K,2018-12-04
8415-2782-6299-9820,AMD Ryzen 9 2696X,2018-04-16
4051-7184-7104-5814,Intel Core i8-4426K,2018-05-26
4655-2351-6649-6642,AMD Ryzen 6 3687X,2020-10-11
9449-3478-2898-6581,Intel Core i6-4549K,2020-08-22
9108-7143-6575-1979,AMD Ryzen 1 5314X,2018-12-09
6882-3531-5620-8584,Intel Core i8-6993K,2019-04-18
8064-6293-5205-9544,AMD Ryzen 4 2920X,2019-02-05
7671-2990-8292-3629,Intel Core i6-2910K,2020-05-18
4265-8453-2177-6761,AMD Ryzen 5 1226X,2020-01-25
7205-4829-5404-1704,Intel Core i7-3447K,2018-11-02
1090-3342-4142-4888,AMD Ryzen 9 6592X,2020-08-24
5067-7345-8241-7248,Intel Core i6-8894K,2018-03-17
6308-2402-9838-8249,AMD Ryzen 8 3755X,2019-08-22
5126-1420-4411-3086,Intel Core i7-2939K,2019-08-14
2742-2864-2521-9908,AMD Ryzen 8 3743X,2019-03-25
6293-4489-2237-6685,Intel Core i2-2193K,2018-09-17
5305-4936-3065-4667,AMD Ryzen 8 8968X,2019-06-04
1932-6682-1494-8560,Intel Core i8-1151K,2018-02-02
3687-9005-5975-6000,AMD Ryzen 8 3501X,2020-06-04
2857-3300-7648-3775,Intel Core i8-1258K,2019-08-24
7099-6880-9153-9639,AMD Ryzen 6 9850X,2018-04-21
9179-9845-7704-5663,Intel Core i1-6954K,2018-04-25
5715-8188-2418-2896,AMD Ryzen 1 2134X,2019-10-12
5911-5253-6026-6295,Intel Core i6-3168K,2019-11-17
2890-5712-2964-2465,AMD Ryzen 7 2888X,2019-03-12
9304-8298-9397-1457,Intel Core i2-3178K,2019-03-26
7255-2588-4136-5136,AMD Ryzen 8 3679X,2018-05-30
9113-6547-4602-5040,Intel Core i2-9179K,2020-03-30
4853-8700-9152-1304,AMD Ryzen 4 1862X,2017-12-23
7420-5874-6145-9010,Intel Core i9-1132K,2017-11-16
6976-1111-2966-7929,AMD Ryzen 8 3842X,2020-01-24
7630-2574-9146-5517,Intel Core i1-6668K,2020-09-27
5949-8808-2744-4676,AMD Ryzen 6 9528X,2019-11-06
5011-4235-1538-8930,Intel Core i1-8468K,2020-07-11
8191-3850-1348-5165,AMD Ryzen 6 4549X,2018-11-30
2190-8454-5374-6303,Intel Core i8-8513K,2019-08-29
2349-8202-3177-8951,AMD Ryzen 9 6372X,2018-11-29
8541-5096-7717-4041,Intel Core i9-1489K,2018-06-09
9519-7422-8486-1535,AMD Ryzen 6 4831X,2018-05-14
5141-1886-3746-8976,Intel Core i3-8868K,2019-06-22
1628-3035-6265-9183,AMD Ryzen 9 4138X,2019-01-25
7184-4588-2626-7620,Intel Core i6-9176K,2018-01-23
7981-1372-4794-9805,AMD Ryzen 4 8438X,2020-03-26
4099-7094-8500-1812,Intel Core i1-2112K,2019-05-13
6624-3296-1513-4943,AMD Ryzen 9 6182X,2020-03-28
9831-6394-1599-1409,Intel Core i5-3865K,2019-10-06
5539-4325-4786-3184,AMD Ryzen 9 4351X,2020-02-12
7042-1947-2076-6525,Intel Core i7-5121K,2019-05-23
9799-6406-3256-4910,AMD Ryzen 7 4272X,2019-10-28
9026-4765-3282-5122,Intel Core i2-5837K,2017-11-13
1410-2606-8508-9475,AMD Ryzen 5 5981X,2020-03-20
7335-1410-5317-4727,Intel Core i3-1250K,2019-01-24
7153-9077-2207-4296,AMD Ryzen 6 6552X,2018-06-15
5653-5316-4651-2583,Intel Core i8-7679K,2019-12-18
7817-1958-5743-2098,AMD Ryzen 2 9720X,2020-08-19
6643-5308-6749-5729,Intel Core i4-5200K,2018-12-10
3237-5590-4233-2780,AMD Ryzen 3 4259X,2018-07-20
3244-4842-6733-7473,Intel Core i7-6632K,2020-05-22
8762-7425-1170-8548,AMD Ryzen 5 5642X,2018-09-02
8966-6746-2369-5926,Intel Core i2-9713K,2019-12-16
4050-9581-5822-9585,AMD Ryzen 2 6907X,2020-06-09
8552-9338-6553-8953,Intel Core i3-5450K,2018-05-14
3030-7846-4647-2777,AMD Ryzen 9 2475X,2018-02-12
3917-1884-9121-1351,Intel Core i7-4823K,2018-08-22
4294-6281-8187-9480,AMD Ryzen 7 9898X,2018-03-13
3894-9717-4073-2465,Intel Core i1-9596K,2019-10-19
9408-2047-7202-6162,AMD Ryzen 7 2576X,2019-03-15
4146-9905-4163-1605,Intel Core i7-7407K,2019-03-05
4695-1604-1964-2644,AMD Ryzen 2 9713X,2019-09-02
7389-2582-5861-3827,Intel Core i1-1359K,2019-04-07
5889-8351-2462-5175,AMD Ryzen 1 7201X,2018-04-28
5425-8907-9496-2271,Intel Core i2-9712K,2019-05-12
1704-3953-9899-8495,AMD Ryzen 8 8907X,2020-10-19
6467-7636-8777-8935,Intel Core i3-1770K,2018-06-27
1172-3853-6297-9390,AMD Ryzen 1 9635X,2018-03-18
6077-9446-6862-7467,Intel Core i5-8603K,2020-09-18
2967-4034-5007-8490,AMD Ryzen 2 8877X,2020-02-05
1217-4999-9481-7399,Intel Core i5-8988K,2017-12-11
4762-3021-4686-5826,AMD Ryzen 7 4581X,2020-01-11
6592-7700-5034-9440,Intel Core i1-5137K,2020-08-12
5457-7176-4195-6975,AMD Ryzen 9 3174X,2020-03-13
8808-3817-9075-1032,Intel Core i8-7699K,2018-11-29
1996-5188-2802-5748,AMD Ryzen 7 4875X,2018-03-07
9174-8945-6575-7961,Intel Core i7-1820K,2019-05-09
8268-7096-2806-2437,AMD Ryzen 4 9891X,2020-05-14
9855-2560-7332-8686,Intel Core i7-2290K,2020-05-09
5115-9146-8910-2409,AMD Ryzen 2 3375X,2019-02-09
3877-9163-1510-8045,Intel Core i5-1437K,2020-03-24
8607-2146-7700-3666,AMD Ryzen 6 1718X,2019-05-14
4791-6967-7488-4174,Intel Core i3-6598K,2018-05-20
7988-2282-3286-8037,AMD Ryzen 9 1685X,2019-10-03
6888-2161-2299-3721,Intel Core i8-9112K,2018-03-01
5210-5965-1368-5832,AMD Ryzen 1 3107X,2020-07-20
4543-3438-1308-3700,Intel Core i1-3730K,2019-01-22
9344-1058-5287-2920,AMD Ryzen 9 2800X,2018-12-05
4242-1657-4214-8223,Intel Core i6-4495K,2019-10-06
8611-5652-1443-7653,AMD Ryzen 3 5419X,2019-08-22
9551-2201-1612-3653,Intel Core i7-3539K,2018-01-31
7985-2149-1654-9095,AMD Ryzen 1 3941X,2018-03-12
9799-1416-1754-9036,Intel Core i5-2338K,2019-12-28
5982-9161-8133-1201,AMD Ryzen 8 7370X,2019-05-02
2062-3075-7019-5547,Intel Core i2-3316K,2019-11-21
3146-8830-7115-6553,AMD Ryzen 7 6447X,2019-09-06
3297-2706-5396-2692,Intel Core i1-7541K,2019-04-24
8962-2972-1875-5759,AMD Ryzen 2 3968X,2019-07-13
4808-1912-4776-8255,Intel Core i6-7761K,2020-07-18
7276-6692-1146-1657,AMD Ryzen 1 7379X,2018-06-21
4221-7246-8313-1916,Intel Core i1-9180K,2019-05-22
9188-1610-4216-7981,AMD Ryzen 2 3365X,2020-06-15
4270-6447-7174-5663,Intel Core i4-7662K,2018-10-13
3144-8578-5594-2807,AMD Ryzen 5 9658X,2020-10-09
9928-6933-8435-4586,Intel Core i3-3803K,2017-12-29
1866-9529-1527-7873,AMD Ryzen 3 2964X,2018-09-25
3841-3093-8416-1403,Intel Core i2-2311K,2019-06-04
4378-5407-4210-8998,AMD Ryzen 1 9338X,2017-12-15
5512-2327-9705-2346,Intel Core i8-7252K,2020-03-15
9245-1115-7597-2841,AMD Ryzen 3 6300X,2018-03-21
7671-7200-9832-6243,Intel Core i2-3414K,2018-01-06
1837-3818-4920-3084,AMD Ryzen 8 8968X,2018-09-06
9711-9217-9931-1052,Intel Core i4-1139K,2020-04-28
2602-8770-5431-7128,AMD Ryzen 4 2989X,2019-03-30
7910-9350-9466-8210,Intel Core i9-2949K,2019-11-24
6312-1631-6804-8161,AMD Ryzen 3 6583X,2019-07-20
4326-8718-6757-8851,Intel Core i8-2216K,2017-11-09
4910-3426-2502-2608,AMD Ryzen 6 1130X,2019-10-06
4269-7326-8572-3174,Intel Core i8-1240K,2019-08-06
7544-7628-3392-3855,AMD Ryzen 8 4807X,2017-11-05
2846-6229-3661-8662,Intel Core i5-1128K,2018-02-18
4092-4535-8081-1635,AMD Ryzen 9 3779X,2018-12-31
8909-9485-8296-4905,Intel Core i3-9313K,2019-05-29
7499-4841-2806-2840,AMD Ryzen 1 4824X,2017-12-03
3121-5688-2174-2762,Intel Core i9-2391K,2018-10-08
9034-7386-5311-5646,AMD Ryzen 1 5706X,2020-10-07
8872-8404-1444-3307,Intel Core i5-2924K,2019-08-17
6284-6740-4627-4786,AMD Ryzen 3 4622X,2019-08-29
1105-9106-9980-7701,Intel Core i2-9490K,2018-08-08
5822-1902-6024-5647,AMD Ryzen 4 1942X,2020-01-09
8964-6281-3491-7137,Intel Core i1-4968K,2020-04-22
5312-7404-1679-2626,AMD Ryzen 5 1172X,2017-12-10
8877-9904-2282-1448,Intel Core i3-4926K,2020-10-05
8472-7442-9681-3640,AMD Ryzen 7 1652X,2019-12-26
8207-3759-9251-8149,Intel Core i7-9855K,2018-08-11
9181-9837-8380-2157,AMD Ryzen 3 2185X,2019-04-05
8342-3966-6999-1707,Intel Core i9-2691K,2019-07-23
2076-8069-5731-9661,AMD Ryzen 4 3174X,2019-07-03
3742-4016-9026-6827,Intel Core i3-2382K,2020-07-23
7051-9976-3507-1680,AMD Ryzen 5 3604X,2020-02-11
6405-2714-5435-2502,Intel Core i6-5534K,2019-10-25
7535-4202-9576-3365,AMD Ryzen 2 3734X,2018-07-31
9085-9822-8498-3797,Intel Core i7-4694K,2020-01-04
3040-6075-8394-2838,AMD Ryzen 3 1468X,2018-02-16
3192-5987-1883-6877,Intel Core i6-5419K,2018-03-06
4913-8332-1217-3921,AMD Ryzen 1 1433X,2018-04-03
8442-4104-6328-8937,Intel Core i1-8230K,2017-12-22
7301-2323-3172-3890,AMD Ryzen 9 7554X,2018-10-04
8547-4843-4624-4612,Intel Core i2-8132K,2020-04-06
3071-3327-6591-9591,AMD Ryzen 8 7453X,2017-10-22
1490-2022-7849-6912,Intel Core i6-6934K,2018-01-14
5424-2871-6383-1880,AMD Ryzen 3 3575X,2019-07-22
1003-5419-3776-2559,Intel Core i6-6894K,2019-02-25
9724-6872-3399-6231,AMD Ryzen 7 3184X,2020-03-25
